iyear,imonth,iday,gname,nkill,nwound,longitude,latitude,country_txt,city,casualty
2013,6,11,Islamic State of Iraq and the Levant (ISIL),2,0,44.65456,33.795982,Iraq,Al-Adheim,2
2013,6,12,Islamic State of Iraq and the Levant (ISIL),1,0,43.142567,36.338359000000004,Iraq,Mosul,1
2013,6,15,Islamic State of Iraq and the Levant (ISIL),0,0,38.996815000000005,34.802075,Syria,Unknown,0
2013,6,16,Islamic State of Iraq and the Levant (ISIL),0,6,44.447733,33.023058,Iraq,Jabalah,6
2013,6,16,Islamic State of Iraq and the Levant (ISIL),6,15,45.751647999999996,32.699489,Iraq,Kut,21
2013,6,16,Islamic State of Iraq and the Levant (ISIL),5,12,45.824721999999994,32.505556,Iraq,Kut,17
2013,6,16,Islamic State of Iraq and the Levant (ISIL),2,3,47.816666999999995,30.5,Iraq,Basra,5
2013,6,16,Islamic State of Iraq and the Levant (ISIL),2,3,47.816666999999995,30.5,Iraq,Basra,5
2013,6,16,Islamic State of Iraq and the Levant (ISIL),0,8,46.260281,31.048228,Iraq,Nasiriyah,9
2013,6,16,Islamic State of Iraq and the Levant (ISIL),0,8,46.260281,31.048228,Iraq,Nasiriyah,9
2013,6,16,Islamic State of Iraq and the Levant (ISIL),8,28,44.33733,32.002835,Iraq,Najaf,36
2013,6,16,Islamic State of Iraq and the Levant (ISIL),2,9,44.366372,33.056405,Iraq,Mahmudiyah,11
2013,6,16,Islamic State of Iraq and the Levant (ISIL),3,14,44.583465999999994,33.099825,Iraq,Madain,17
2013,6,16,Islamic State of Iraq and the Levant (ISIL),2,0,44.634127,34.882017,Iraq,Tuz Khormato,2
2013,6,16,Islamic State of Iraq and the Levant (ISIL),4,5,43.13,36.34,Iraq,Mosul,9
2013,6,16,Islamic State of Iraq and the Levant (ISIL),0,6,44.618975,32.640953,Iraq,Mahawil,6
2013,6,16,Islamic State of Iraq and the Levant (ISIL),9,27,44.489171999999996,33.304672,Iraq,Baghdad,36
2013,6,16,Islamic State of Iraq and the Levant (ISIL),2,2,44.009167,36.191111,Iraq,Arbil,4
2013,6,16,Islamic State of Iraq and the Levant (ISIL),1,4,43.093847,36.355902,Iraq,Mosul,5
2013,6,16,Islamic State of Iraq and the Levant (ISIL),0,3,43.11173,36.344854999999995,Iraq,Mosul,3
2013,6,16,Islamic State of Iraq and the Levant (ISIL),0,2,43.123968,36.349453999999994,Iraq,Mosul,2
2013,6,16,Islamic State of Iraq and the Levant (ISIL),1,3,43.228056,35.517222,Iraq,Shirqat,4
2013,6,17,Islamic State of Iraq and the Levant (ISIL),4,21,43.783333,33.35,Iraq,Fallujah,25
2013,6,18,Islamic State of Iraq and the Levant (ISIL),2,0,43.134184000000005,36.341758,Iraq,Mosul,2
2013,6,19,Islamic State of Iraq and the Levant (ISIL),4,6,42.732744,35.57315,Iraq,Hadhar,10
2013,6,22,Islamic State of Iraq and the Levant (ISIL),5,6,42.466667,36.0,Iraq,Athba,11
2013,6,24,Islamic State of Iraq and the Levant (ISIL),5,15,44.363192,33.31067,Iraq,Baghdad,20
2013,6,24,Islamic State of Iraq and the Levant (ISIL),4,10,44.299972,33.271539000000004,Iraq,Baghdad,15
2013,6,24,Islamic State of Iraq and the Levant (ISIL),4,10,44.299972,33.271539000000004,Iraq,Baghdad,15
2013,6,24,Islamic State of Iraq and the Levant (ISIL),4,9,44.422,33.325,Iraq,Baghdad,13
2013,6,24,Islamic State of Iraq and the Levant (ISIL),5,16,44.422,33.325,Iraq,Baghdad,21
2013,6,24,Islamic State of Iraq and the Levant (ISIL),1,7,44.702933,33.376627,Iraq,Nahrawan,8
2013,6,24,Islamic State of Iraq and the Levant (ISIL),2,7,44.452987,33.309155,Iraq,Baghdad,9
2013,6,24,Islamic State of Iraq and the Levant (ISIL),1,8,44.488177,33.305353000000004,Iraq,Baghdad,9
2013,6,24,Islamic State of Iraq and the Levant (ISIL),1,10,44.443994,33.272483,Iraq,Baghdad,11
2013,6,24,Islamic State of Iraq and the Levant (ISIL),2,2,43.68557,34.604328,Iraq,Tikrit,4
2013,6,24,Islamic State of Iraq and the Levant (ISIL),3,7,43.180904,36.392131,Iraq,Mosul,10
2013,6,24,Islamic State of Iraq and the Levant (ISIL),5,15,44.363192,33.31067,Iraq,Baghdad,20
2013,6,28,Islamic State of Iraq and the Levant (ISIL),5,4,44.233333,33.85,Iraq,Dujail,9
2013,7,1,Islamic State of Iraq and the Levant (ISIL),4,18,37.220161,35.15147,Syria,Sabboura,22
2013,7,1,Islamic State of Iraq and the Levant (ISIL),23,28,44.922352000000004,33.966996,Iraq,Muqdadiyah,51
2013,7,1,Islamic State of Iraq and the Levant (ISIL),6,18,44.633333,33.75,Iraq,Baqubah,24
2013,7,2,Islamic State of Iraq and the Levant (ISIL),4,12,44.432341,33.411707,Iraq,Baghdad,16
2013,7,2,Islamic State of Iraq and the Levant (ISIL),4,12,44.432341,33.411707,Iraq,Baghdad,16
2013,7,2,Islamic State of Iraq and the Levant (ISIL),3,9,44.422,33.325,Iraq,Baghdad,12
2013,7,2,Islamic State of Iraq and the Levant (ISIL),3,9,44.422,33.325,Iraq,Baghdad,12
2013,7,2,Islamic State of Iraq and the Levant (ISIL),5,16,44.515214,33.350606,Iraq,Baghdad,21
2013,7,2,Islamic State of Iraq and the Levant (ISIL),4,15,44.391944,33.251389,Iraq,Baghdad,19
2013,7,2,Islamic State of Iraq and the Levant (ISIL),2,12,44.290556,33.2975,Iraq,Baghdad,14
2013,7,2,Islamic State of Iraq and the Levant (ISIL),3,13,44.465532,33.310088,Iraq,Baghdad,16
2013,7,2,Islamic State of Iraq and the Levant (ISIL),3,6,44.065556,33.291944,Iraq,Abu Ghraib,9
2013,7,2,Islamic State of Iraq and the Levant (ISIL),5,17,44.633333,33.75,Iraq,Baqubah,22
2013,7,2,Islamic State of Iraq and the Levant (ISIL),0,3,47.816666999999995,30.5,Iraq,Basra,3
2013,7,2,Islamic State of Iraq and the Levant (ISIL),4,0,47.150951,31.837339,Iraq,Amara,4
2013,7,2,Islamic State of Iraq and the Levant (ISIL),3,20,45.283333,31.316667,Iraq,Samawah,23
2013,7,7,Islamic State of Iraq and the Levant (ISIL),5,0,44.217482000000004,32.867909000000004,Iraq,Jurf al-Sakhr,5
2013,7,11,Islamic State of Iraq and the Levant (ISIL),5,11,44.922352000000004,33.966996,Iraq,Muqdadiyah,16
2013,7,11,Islamic State of Iraq and the Levant (ISIL),6,11,44.922352000000004,33.966996,Iraq,Muqdadiyah,17
2013,7,14,Islamic State of Iraq and the Levant (ISIL),2,3,47.816666999999995,30.5,Iraq,Basra,6
2013,7,14,Islamic State of Iraq and the Levant (ISIL),2,3,47.816666999999995,30.5,Iraq,Basra,5
2013,7,14,Islamic State of Iraq and the Levant (ISIL),2,3,47.816666999999995,30.5,Iraq,Basra,6
2013,7,14,Islamic State of Iraq and the Levant (ISIL),4,25,45.824461,32.506143,Iraq,Kut,29
2013,7,14,Islamic State of Iraq and the Levant (ISIL),4,10,44.023561,32.614653000000004,Iraq,Karbala,14
2013,7,14,Islamic State of Iraq and the Levant (ISIL),3,13,46.253271000000005,31.044403999999997,Iraq,Nasiriyah,16
2013,7,14,Islamic State of Iraq and the Levant (ISIL),2,18,44.289221999999995,32.775657,Iraq,Mussayab,20
2013,7,15,Islamic State of Iraq and the Levant (ISIL),4,9,43.883328000000006,34.195617,Iraq,Samarra,13
2013,7,16,Islamic State of Iraq and the Levant (ISIL),6,0,43.463867,34.896069,Iraq,Baiji,6
2013,7,18,Islamic State of Iraq and the Levant (ISIL),0,11,43.874931,34.19421,Iraq,Samarra,11
2013,7,19,Islamic State of Iraq and the Levant (ISIL),1,2,44.925785,33.970413,Iraq,Muqdadiyah,3
2013,7,20,Islamic State of Iraq and the Levant (ISIL),2,9,44.430499,33.298969,Iraq,Baghdad,11
2013,7,20,Islamic State of Iraq and the Levant (ISIL),4,12,44.423633,33.297319,Iraq,Baghdad,16
2013,7,20,Islamic State of Iraq and the Levant (ISIL),1,6,44.507801,33.251506,Iraq,Baghdad,8
2013,7,20,Islamic State of Iraq and the Levant (ISIL),1,6,44.507801,33.251506,Iraq,Baghdad,8
2013,7,20,Islamic State of Iraq and the Levant (ISIL),1,6,44.507801,33.251506,Iraq,Baghdad,7
2013,7,20,Islamic State of Iraq and the Levant (ISIL),5,18,44.338503,33.346171000000005,Iraq,Baghdad,23
2013,7,20,Islamic State of Iraq and the Levant (ISIL),3,7,44.422,33.325,Iraq,Baghdad,10
2013,7,20,Islamic State of Iraq and the Levant (ISIL),4,8,44.489086,33.304851,Iraq,Baghdad,12
2013,7,20,Islamic State of Iraq and the Levant (ISIL),3,10,44.392891,33.321349,Iraq,Baghdad,13
2013,7,20,Islamic State of Iraq and the Levant (ISIL),1,8,44.422,33.325,Iraq,Baghdad,9
2013,7,20,Islamic State of Iraq and the Levant (ISIL),3,13,44.34494,33.268315,Iraq,Baghdad,16
2013,7,20,Islamic State of Iraq and the Levant (ISIL),0,1,44.633333,33.75,Iraq,Baqubah,1
2013,7,20,Islamic State of Iraq and the Levant (ISIL),1,0,43.242478000000006,35.492996999999995,Iraq,Shirqat,1
2013,7,21,Islamic State of Iraq and the Levant (ISIL),14,19,44.065556,33.291944,Iraq,Abu Ghraib,33
2013,7,21,Islamic State of Iraq and the Levant (ISIL),22,0,44.249783,33.541681,Iraq,Taji,22
2013,7,22,Islamic State of Iraq and the Levant (ISIL),26,16,43.132396,36.340641,Iraq,Mosul,42
2013,7,24,Islamic State of Iraq and the Levant (ISIL),0,1,44.660454,34.791672999999996,Iraq,Sulayman Beg,1
2013,7,24,Islamic State of Iraq and the Levant (ISIL),4,5,43.311501,33.431831,Iraq,Unknown,9
2013,7,25,Islamic State of Iraq and the Levant (ISIL),1,0,10.169506,36.810384,Tunisia,Tunis,1
2013,7,25,Islamic State of Iraq and the Levant (ISIL),14,0,44.660454,34.791672999999996,Iraq,Sulayman Beg,14
2013,7,25,Islamic State of Iraq and the Levant (ISIL),10,62,36.305640999999994,33.510771000000005,Syria,Damascus,72
2013,7,28,Islamic State of Iraq and the Levant (ISIL),9,4,44.629712,34.887832,Iraq,Tuz Khormato,13
2013,7,29,Islamic State of Iraq and the Levant (ISIL),6,20,45.824461,32.506143,Iraq,Kut,26
2013,7,29,Islamic State of Iraq and the Levant (ISIL),2,6,44.583156,33.099919,Iraq,Madain,8
2013,7,29,Islamic State of Iraq and the Levant (ISIL),5,21,44.633333,33.75,Iraq,Baqubah,26
2013,7,29,Islamic State of Iraq and the Levant (ISIL),2,5,47.816666999999995,30.5,Iraq,Basra,7
2013,7,29,Islamic State of Iraq and the Levant (ISIL),4,0,43.492627,34.928796999999996,Iraq,Baiji,4
2013,7,29,Islamic State of Iraq and the Levant (ISIL),2,7,44.395151,33.367129999999996,Iraq,Baghdad,9
2013,7,29,Islamic State of Iraq and the Levant (ISIL),4,16,44.460652,33.389934000000004,Iraq,Baghdad,21
2013,7,29,Islamic State of Iraq and the Levant (ISIL),4,16,44.453575,33.381859999999996,Iraq,Baghdad,21
2013,7,29,Islamic State of Iraq and the Levant (ISIL),2,3,42.096348,36.807773,Iraq,Rabia,5
2013,7,29,Islamic State of Iraq and the Levant (ISIL),3,0,44.359188,33.061191,Iraq,Mahmudiyah,3
2013,7,29,Islamic State of Iraq and the Levant (ISIL),1,2,41.9875,34.372222,Iraq,Anah,3
2013,7,29,Islamic State of Iraq and the Levant (ISIL),1,10,44.314871000000004,33.361216,Iraq,Baghdad,11
2013,7,29,Islamic State of Iraq and the Levant (ISIL),3,9,44.382019,33.313889,Iraq,Baghdad,12
2013,7,29,Islamic State of Iraq and the Levant (ISIL),0,6,44.422,33.325,Iraq,Baghdad,6
2013,7,29,Islamic State of Iraq and the Levant (ISIL),2,11,44.422,33.325,Iraq,Baghdad,13
2013,7,29,Islamic State of Iraq and the Levant (ISIL),1,14,44.432341,33.411707,Iraq,Baghdad,15
2013,7,29,Islamic State of Iraq and the Levant (ISIL),4,14,44.422,33.325,Iraq,Baghdad,18
2013,7,29,Islamic State of Iraq and the Levant (ISIL),2,8,44.34494,33.268315,Iraq,Baghdad,10
2013,7,29,Islamic State of Iraq and the Levant (ISIL),1,12,44.422,33.325,Iraq,Baghdad,13
2013,7,29,Islamic State of Iraq and the Levant (ISIL),1,9,44.465532,33.310088,Iraq,Baghdad,10
2013,7,29,Islamic State of Iraq and the Levant (ISIL),3,12,44.465532,33.310088,Iraq,Baghdad,15
2013,7,29,Islamic State of Iraq and the Levant (ISIL),2,0,44.362792999999996,33.998668,Iraq,Yathrib,2
2013,7,29,Islamic State of Iraq and the Levant (ISIL),1,0,43.714248,33.055448,Iraq,Amiriyat Al-Fallujah,1
2013,7,29,Islamic State of Iraq and the Levant (ISIL),2,0,45.81879,32.501659000000004,Iraq,Kut,2
2013,7,29,Islamic State of Iraq and the Levant (ISIL),0,0,39.016199,35.952996999999996,Syria,Raqqah,0
2013,7,30,Islamic State of Iraq and the Levant (ISIL),1,0,41.241371,37.052361,Syria,Qamishli,1
2013,8,4,Islamic State of Iraq and the Levant (ISIL),1,0,37.1473,36.211683,Syria,Aleppo,1
2013,8,5,Islamic State of Iraq and the Levant (ISIL),10,0,37.041111,36.521944,Syria,Mannagh Air Base,10
2013,8,6,Islamic State of Iraq and the Levant (ISIL),1,0,44.926682,33.971278999999996,Iraq,Muqdadiyah,1
2013,8,7,Islamic State of Iraq and the Levant (ISIL),12,30,43.678867,34.603965,Iraq,Tikrit,42
2013,8,10,Islamic State of Iraq and the Levant (ISIL),2,11,44.431272,33.410236,Iraq,Baghdad,13
2013,8,10,Islamic State of Iraq and the Levant (ISIL),7,20,44.540776,33.223114,Iraq,Jisr Diyala,27
2013,8,10,Islamic State of Iraq and the Levant (ISIL),9,40,44.634190000000004,34.883537,Iraq,Tuz Khormato,49
2013,8,10,Islamic State of Iraq and the Levant (ISIL),5,15,44.422,33.325,Iraq,Baghdad,20
2013,8,10,Islamic State of Iraq and the Levant (ISIL),3,14,44.32407,33.282396000000006,Iraq,Baghdad,17
2013,8,10,Islamic State of Iraq and the Levant (ISIL),3,0,44.487663,33.305425,Iraq,Baghdad,3
2013,8,10,Islamic State of Iraq and the Levant (ISIL),4,15,44.374551000000004,33.226391,Iraq,Baghdad,19
2013,8,10,Islamic State of Iraq and the Levant (ISIL),5,0,44.344755,33.268259,Iraq,Baghdad,5
2013,8,10,Islamic State of Iraq and the Levant (ISIL),7,15,44.413457,33.54631,Iraq,Husseiniyah,22
2013,8,10,Islamic State of Iraq and the Levant (ISIL),4,0,45.172948999999996,32.760212,Iraq,Al-Zubeidiyah,4
2013,8,10,Islamic State of Iraq and the Levant (ISIL),3,12,44.394271,33.324791,Iraq,Baghdad,15
2013,8,10,Islamic State of Iraq and the Levant (ISIL),2,9,44.422,33.325,Iraq,Baghdad,11
2013,8,10,Islamic State of Iraq and the Levant (ISIL),1,20,44.39098,35.46883,Iraq,Kirkuk,21
2013,8,10,Islamic State of Iraq and the Levant (ISIL),4,12,46.255821000000005,31.048816,Iraq,Nasiriyah,16
2013,8,10,Islamic State of Iraq and the Levant (ISIL),5,0,44.02483,32.6143,Iraq,Karbala,5
2013,8,10,Islamic State of Iraq and the Levant (ISIL),3,16,44.353126,33.246727,Iraq,Baghdad,19
2013,8,10,Islamic State of Iraq and the Levant (ISIL),4,6,43.13,36.34,Iraq,Mosul,10
2013,8,10,Islamic State of Iraq and the Levant (ISIL),4,6,43.13,36.34,Iraq,Mosul,10
2013,8,10,Islamic State of Iraq and the Levant (ISIL),5,15,44.391944,33.251389,Iraq,Baghdad,20
2013,8,10,Islamic State of Iraq and the Levant (ISIL),2,11,44.299996,33.27264,Iraq,Baghdad,13
2013,8,10,Islamic State of Iraq and the Levant (ISIL),2,11,44.422,33.325,Iraq,Baghdad,13
2013,8,10,Islamic State of Iraq and the Levant (ISIL),4,20,46.362469,31.104228999999997,Iraq,Unknown,24
2013,8,10,Islamic State of Iraq and the Levant (ISIL),1,3,43.13845,36.368497999999995,Iraq,Mosul,4
2013,8,15,Islamic State of Iraq and the Levant (ISIL),4,12,44.383028,33.331662,Iraq,Baghdad,16
2013,8,15,Islamic State of Iraq and the Levant (ISIL),8,18,44.422,33.325,Iraq,Baghdad,26
2013,8,15,Islamic State of Iraq and the Levant (ISIL),3,15,44.413457,33.54631,Iraq,Husseiniyah,18
2013,8,15,Islamic State of Iraq and the Levant (ISIL),5,0,44.483299,33.340942999999996,Iraq,Baghdad,5
2013,8,15,Islamic State of Iraq and the Levant (ISIL),5,13,44.390896000000005,33.353939000000004,Iraq,Baghdad,18
2013,8,15,Islamic State of Iraq and the Levant (ISIL),0,7,44.459068,33.392609,Iraq,Baghdad,7
2013,8,15,Islamic State of Iraq and the Levant (ISIL),1,4,44.388092,33.31848,Iraq,Baghdad,5
2013,8,15,Islamic State of Iraq and the Levant (ISIL),2,10,44.411674,33.378454999999995,Iraq,Baghdad,12
2013,8,15,Islamic State of Iraq and the Levant (ISIL),4,8,44.316788,33.245579,Iraq,Baghdad,12
2013,8,15,Islamic State of Iraq and the Levant (ISIL),1,7,44.425259999999994,33.376591999999995,Iraq,Baghdad,8
2013,8,15,Islamic State of Iraq and the Levant (ISIL),2,0,38.996815000000005,34.802075,Syria,Unknown,2
2013,8,4,Islamic State of Iraq and the Levant (ISIL),1,0,37.1473,36.211683,Syria,Aleppo,1
2013,8,22,Islamic State of Iraq and the Levant (ISIL),3,0,44.578228,33.099883,Iraq,Al-Madaen,3
2013,8,28,Islamic State of Iraq and the Levant (ISIL),3,18,44.347246999999996,33.298646000000005,Iraq,Baghdad,21
2013,8,28,Islamic State of Iraq and the Levant (ISIL),2,11,44.374321,33.400742,Iraq,Baghdad,13
2013,8,28,Islamic State of Iraq and the Levant (ISIL),4,8,44.318925,33.354467,Iraq,Baghdad,12
2013,8,28,Islamic State of Iraq and the Levant (ISIL),3,17,44.459068,33.392609,Iraq,Baghdad,20
2013,8,28,Islamic State of Iraq and the Levant (ISIL),4,20,44.317461,33.355266,Iraq,Baghdad,24
2013,8,28,Islamic State of Iraq and the Levant (ISIL),5,15,44.487663,33.305425,Iraq,Baghdad,20
2013,8,28,Islamic State of Iraq and the Levant (ISIL),2,14,44.356514000000004,33.246943,Iraq,Baghdad,16
2013,8,28,Islamic State of Iraq and the Levant (ISIL),7,21,44.540776,33.223114,Iraq,Jisr Diyala,28
2013,8,28,Islamic State of Iraq and the Levant (ISIL),1,12,44.345013,33.268546,Iraq,Baghdad,13
2013,8,28,Islamic State of Iraq and the Levant (ISIL),2,11,44.389744,33.354764,Iraq,Baghdad,13
2013,8,28,Islamic State of Iraq and the Levant (ISIL),3,15,44.43153,33.411311,Iraq,Baghdad,18
2013,8,28,Islamic State of Iraq and the Levant (ISIL),1,10,44.425259999999994,33.376591999999995,Iraq,Baghdad,11
2013,8,28,Islamic State of Iraq and the Levant (ISIL),2,12,44.326387,33.278377,Iraq,Baghdad,14
2013,8,28,Islamic State of Iraq and the Levant (ISIL),6,15,44.37141,33.055191,Iraq,Mahmudiyah,21
2013,8,28,Islamic State of Iraq and the Levant (ISIL),3,3,44.583333,33.1,Iraq,Madain,6
2013,8,28,Islamic State of Iraq and the Levant (ISIL),0,5,44.380538,33.664925,Iraq,Tarmiyah,5
2013,8,28,Islamic State of Iraq and the Levant (ISIL),5,13,44.34494,33.381146,Iraq,Baghdad,18
2013,8,28,Islamic State of Iraq and the Levant (ISIL),6,13,44.34494,33.381146,Iraq,Baghdad,19
2013,8,29,Islamic State of Iraq and the Levant (ISIL),11,25,43.874561,34.194340000000004,Iraq,Samarra,36
2013,9,2,Islamic State of Iraq and the Levant (ISIL),1,0,37.158951,36.212859,Syria,Sejou,1
2013,9,3,Islamic State of Iraq and the Levant (ISIL),7,28,44.411307,33.387415999999995,Iraq,Baghdad,35
2013,9,3,Islamic State of Iraq and the Levant (ISIL),5,16,44.422,33.325,Iraq,Baghdad,21
2013,9,3,Islamic State of Iraq and the Levant (ISIL),5,16,44.422,33.325,Iraq,Baghdad,21
2013,9,3,Islamic State of Iraq and the Levant (ISIL),3,8,44.457840000000004,33.387306,Iraq,Baghdad,11
2013,9,3,Islamic State of Iraq and the Levant (ISIL),6,15,44.355999,33.247876,Iraq,Baghdad,21
2013,9,3,Islamic State of Iraq and the Levant (ISIL),6,14,44.422,33.325,Iraq,Baghdad,20
2013,9,3,Islamic State of Iraq and the Levant (ISIL),4,12,44.421727000000004,33.324424,Iraq,Baghdad,16
2013,9,3,Islamic State of Iraq and the Levant (ISIL),4,11,44.428571000000005,33.316466,Iraq,Baghdad,15
2013,9,3,Islamic State of Iraq and the Levant (ISIL),2,9,44.422,33.325,Iraq,Baghdad,11
2013,9,3,Islamic State of Iraq and the Levant (ISIL),5,16,44.488178000000005,33.305066,Iraq,Baghdad,21
2013,9,3,Islamic State of Iraq and the Levant (ISIL),1,4,44.391944,33.251389,Iraq,Baghdad,5
2013,9,3,Islamic State of Iraq and the Levant (ISIL),3,41,44.422,33.325,Iraq,Baghdad,44
2013,9,3,Islamic State of Iraq and the Levant (ISIL),2,7,44.422,33.325,Iraq,Baghdad,9
2013,9,4,Islamic State of Iraq and the Levant (ISIL),0,0,36.752449,35.137809999999995,Syria,Hamah,0
2013,9,11,Islamic State of Iraq and the Levant (ISIL),1,0,44.39098,35.46883,Iraq,Kirkuk,1
2013,9,15,Islamic State of Iraq and the Levant (ISIL),5,17,44.503088,33.330247,Iraq,Baghdad,22
2013,9,15,Islamic State of Iraq and the Levant (ISIL),5,13,47.816666999999995,30.5,Iraq,Basra,18
2013,9,15,Islamic State of Iraq and the Levant (ISIL),4,25,44.025249,32.621449,Iraq,Karbala,29
2013,9,15,Islamic State of Iraq and the Levant (ISIL),3,8,44.422,33.325,Iraq,Baghdad,11
2013,9,15,Islamic State of Iraq and the Levant (ISIL),2,9,44.422,33.325,Iraq,Baghdad,11
2013,9,15,Islamic State of Iraq and the Levant (ISIL),2,14,45.81879,32.501659000000004,Iraq,Kut,16
2013,9,15,Islamic State of Iraq and the Levant (ISIL),9,15,44.559631,32.583849,Iraq,Hillah,24
2013,9,15,Islamic State of Iraq and the Levant (ISIL),6,14,44.559631,32.583849,Iraq,Hillah,20
2013,9,15,Islamic State of Iraq and the Levant (ISIL),4,9,44.348359,32.886939,Iraq,Iskandariyah,13
2013,9,15,Islamic State of Iraq and the Levant (ISIL),3,13,46.362469,31.104228999999997,Iraq,Nasiriyah,16
2013,9,15,Islamic State of Iraq and the Levant (ISIL),2,10,44.417738,33.323125,Iraq,Baghdad,12
2013,9,15,Islamic State of Iraq and the Levant (ISIL),2,16,43.943678999999996,35.329201,Iraq,Al-Debis,18
2013,9,15,Islamic State of Iraq and the Levant (ISIL),0,3,44.659444,33.702778,Iraq,Buhriz,3
